DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,name,casn,Substance_Type,Substance_Note,SMILES,InChI,InChIKey,formula,MolWt
DTXSID9020035,DTXCID3035,DSSTox_Low,Aflatoxin B1,1162-65-8,Single Compound,,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C2C3C=COC3OC2=C1,"InChI=1/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3
AuxInfo=1/0/N:23,12,11,19,20,14,4,18,9,13,15,5,3,1,2,6,17,10,8,22,21,16,7/rA:23CCCCCCOOCOCCCCCOCCCCOOC/rB:d1;s2;s3;d4;s5;s2s6;d6;s5;d9;s9;s4s11;d3;s13;s1d14;s15;s16;s1s17;s18;d19;s17s20;s13;s22;/rC:6.3639,-3.8449,0;5.0382,-4.62,0;3.7021,-3.8449,0;2.3661,-4.62,0;2.3661,-6.16,0;3.7021,-6.9249,0;5.0382,-6.16,0;3.7021,-8.4649,0;.9077,-6.6291,0;.4283,-8.0977,0;0,-5.3849,0;.9077,-4.1406,0;3.7021,-2.3049,0;5.0382,-1.54,0;6.3639,-2.3049,0;7.8325,-1.8357,0;8.7301,-3.08,0;7.8325,-4.3242,0;8.7301,-5.5685,0;10.1987,-5.0891,0;10.1987,-3.5491,0;2.3661,-1.54,0;2.3661,0,0;
",OQIQSTLJSLGHID-UHFFFAOYNA-N,C17H12O6,312.2736
DTXSID4020036,,DSSTox_Low,Aflatoxin,1402-68-2,Mixture/Formulation,mixture of aflatoxins,,,,,\N
DTXSID9020037,,DSSTox_Low,Agar,9002-18-0,Mixture/Formulation,,,,,,\N
DTXSID4020038,DTXCID9038,DSSTox_Low,Alclofenac,22131-79-9,Single Compound,,OC(=O)CC1=CC=C(OCC=C)C(Cl)=C1,"InChI=1S/C11H11ClO3/c1-2-5-15-10-4-3-8(6-9(10)12)7-11(13)14/h2-4,6H,1,5,7H2,(H,13,14)
AuxInfo=1/1/N:10,9,12,8,15,4,7,5,1,3,2,11,6,13,14/E:(13,14)/rA:15CCCCCOCCCCClCOOC/rB:;s1;d1;s4;d2;s2s5;d3;;d9;s1;d5s8;s2;s3;s9s14;/rC:6.709,-2.3651,0;1.3635,-2.3651,0;6.709,-.8326,0;5.3938,-3.1494,0;4.0544,-2.3651,0;0,-3.1494,0;2.6909,-3.1494,0;5.3938,-.0482,0;10.7271,0,0;12.0664,-.7602,0;8.0484,-3.1736,0;4.0544,-.8326,0;1.3635,-.8326,0;8.0484,-.0121,0;9.4118,-.7964,0;
",ARHWPKZXBHOEEE-UHFFFAOYSA-N,C11H11ClO3,226.6563
DTXSID8020040,DTXCID10819882,DSSTox_High,Aldrin,309-00-2,Mixture of Stereoisomers,,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,"InChI=1/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-
AuxInfo=1/0/N:6,5,11,4,3,2,1,10,8,9,7,12,15,14,16,13,17,18/E:(1,2)(4,5)(6,7)(8,9)(10,11)(13,14)(15,16)(17,18)/rA:18C.eC.oC.eC.oCCC.oCC.eCCCClClClClClCl/rB:N1;s1;s2;s3;s4d5;s1;s7;N2;d8s9;N3N4;P7P9;s7;s8;s10;s9;s12;s12;/rC:-.7025,.7356,0;-.7025,-.7356,0;-1.9948,1.5309,0;-1.9948,-1.5374,0;-3.3135,.7356,0;-3.3135,-.7356,0;.6428,1.5309,0;1.9616,.7356,0;.6428,-1.5374,0;1.9616,-.7952,0;-1.2856,-.126,0;1.3518,-.0331,0;.6428,3.0683,0;3.3135,1.5309,0;3.3135,-1.5374,0;.6428,-3.0683,0;2.8231,.3711,0;-.1856,-.0331,0;
",QBYJBZPUGVGKQQ-SJJAEHHWNA-N,C12H8Cl6,364.9099
DTXSID3020041,,DSSTox_High,"Alkylbenzenesulfonate, linear",42615-29-2,Mixture/Formulation,mixture of alkylbenzenesulfonates; average chain length 11.6; benzene sulfonated at C4 and linear alkyl chain attached at any position except terminal carbons,,,,,\N
DTXSID8020042,,DSSTox_Low,Alkyldimethylamine oxides,NOCAS_20042,Mixture/Formulation,,,,,,\N
DTXSID3020043,DTXCID0043,DSSTox_Low,Allantoin,97-59-6,Mixture of Stereoisomers,,NC(=O)NC1NC(=O)NC1=O,"InChI=1/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)
AuxInfo=1/1/N:3,2,9,5,11,8,4,7,1,10,6/rA:11OCCNCONNCON/rB:d1;s2;s3;s4;d5;s2s5;s3;s8;d9;s9;/rC:4.9519,0,0;3.8116,-1.0286,0;3.9711,-2.5597,0;2.5597,-3.1896,0;1.5311,-2.0414,0;0,-2.2088,0;2.3045,-.7097,0;5.3028,-3.3331,0;6.6424,-2.5597,0;6.6424,-1.0206,0;7.9741,-3.3331,0;
",POJWUDADGALRAB-UHFFFAOYNA-N,C4H6N4O3,158.1154
DTXSID8020044,DTXCID2044,DSSTox_Low,Allyl alcohol,107-18-6,Single Compound,,OCC=C,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2
AuxInfo=1/0/N:1,2,3,4/rA:4CCCO/rB:d1;s2;s3;/rC:;1.334,-.7692,0;2.6719,0,0;4.0061,-.7692,0;
",XXROGKLTLUQVRX-UHFFFAOYSA-N,C3H6O,58.0791
DTXSID3020047,DTXCID8047,DSSTox_Low,Allyl isothiocyanate,57-06-7,Single Compound,,C=CCN=C=S,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2
AuxInfo=1/0/N:1,2,3,5,4,6/rA:6CCCNCS/rB:d1;s2;s3;d4;d5;/rC:0,-.7743,0;1.335,-1.542,0;2.6702,-.7743,0;4.0052,-1.542,0;5.3402,-.7743,0;6.6752,0,0;
",ZOJBYZNEUISWFT-UHFFFAOYSA-N,C4H5NS,99.1542
DTXSID3020049,DTXCID2049,DSSTox_Low,1-Allyl-1-nitrosourea,760-56-5,Single Compound,,NC(=O)N(CC=C)N=O,"InChI=1S/C4H7N3O2/c1-2-3-7(6-9)4(5)8/h2H,1,3H2,(H2,5,8)
AuxInfo=1/1/N:9,1,2,4,5,7,3,6,8/rA:9CCNCNONOC/rB:s1;s2;s3;s4;d4;s3;d7;d1;/rC:5.3379,-2.3114,0;4.0035,-3.08,0;2.669,-2.3114,0;2.669,-.7686,0;4.0035,0,0;1.3345,0,0;1.3345,-3.08,0;0,-2.3114,0;5.3379,-.7686,0;
",WBBDVRPSJSJSPC-UHFFFAOYSA-N,C4H7N3O2,129.1173
DTXSID2020050,DTXCID5050,DSSTox_Low,Allylhydrazine hydrochloride,52207-83-7,Single Compound,,Cl.NNCC=C,"InChI=1S/C3H8N2.ClH/c1-2-3-5-4;/h2,5H,1,3-4H2;1H
AuxInfo=1/0/N:1,2,3,5,4;6/rA:6CCCNNCl/rB:d1;s2;s3;s4;;/rC:0,-.7686,0;1.3345,0,0;2.669,-.7686,0;4.0034,0,0;5.3378,-.7686,0;3.5443,-2.5515,0;
",PWGPATVPEGLIAN-UHFFFAOYSA-N,C3H9ClN2,108.57
DTXSID7020053,DTXCID1053,DSSTox_Low,3-Amino-4-ethoxyacetanilide,17026-81-2,Single Compound,,CCOC1=C(N)C=C(NC(C)=O)C=C1,"InChI=1S/C10H14N2O2/c1-3-14-10-5-4-8(6-9(10)11)12-7(2)13/h4-6H,3,11H2,1-2H3,(H,12,13)
AuxInfo=1/1/N:14,11,13,5,4,7,9,6,2,3,1,8,10,12/rA:14NCCCCCCNCOCOCC/rB:s1;d2;s3;d4;s5;s2d6;s6;s8;d9;s9;s3;s12;s13;/rC:6.9273,0,0;6.1517,-1.3359,0;6.9273,-2.6718,0;6.1517,-3.9969,0;4.6218,-3.9969,0;3.8462,-2.6718,0;4.6218,-1.3359,0;2.3055,-2.6718,0;1.5406,-3.9969,0;2.3055,-5.3328,0;0,-3.9969,0;8.4679,-2.6718,0;9.2329,-3.9969,0;10.7736,-3.9969,0;
",XTXFAVHDQCHWCS-UHFFFAOYSA-N,C10H14N2O2,194.2304
DTXSID2020054,DTXCID3054,DSSTox_Low,3-Amino-9-ethylcarbazole hydrochloride,6109-97-3,Single Compound,,Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2,"InChI=1S/C14H14N2.ClH/c1-2-16-13-6-4-3-5-11(13)12-9-10(15)7-8-14(12)16;/h3-9H,2,15H2,1H3;1H
AuxInfo=1/0/N:1,2,7,8,6,9,13,12,15,14,5,10,4,11,16,3;17/rA:17CCNCCCCCCCCCCCCNCl/rB:s1;s2;s3;s4;d5;s6;d7;d4s8;s5;s3d10;s11;d12;s13;s10d14;s14;;/rC:2.4523,-8.7268,0;1.9809,-7.2607,0;3.0108,-6.1175,0;4.5379,-6.2832,0;5.1662,-4.8782,0;6.6934,-4.7124,0;7.6011,-5.9603,0;6.9727,-7.3654,0;5.4455,-7.5225,0;4.023,-3.8485,0;2.6879,-4.6164,0;1.3527,-3.8485,0;1.3527,-2.3039,0;2.6879,-1.5359,0;4.023,-2.3039,0;2.6879,0,0;0,-5.3321,0;
",UUYSTZWIFZYHRM-UHFFFAOYSA-N,C14H15ClN2,246.7353
DTXSID7020055,,DSSTox_Low,3-Amino-9-ethylcarbazole mixture,NOCAS_20055,Mixture/Formulation,,,,,,\N
DTXSID7020057,DTXCID9057,DSSTox_Low,1-Amino-2-methylanthraquinone,82-28-0,Single Compound,,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,"InChI=1S/C15H11NO2/c1-8-6-7-11-12(13(8)16)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,16H2,1H3
AuxInfo=1/0/N:17,15,14,16,13,6,7,5,11,12,8,3,4,9,2,18,10,1/rA:18OCCCCCCCCOCCCCCCCN/rB:d1;s2;d3;s4;d5;s6;s3d7;s8;d9;s9;s2d11;s12;d13;s14;s11d15;s5;s4;/rC:5.3763,-5.321,0;4.6109,-3.993,0;5.3763,-2.6559,0;6.9163,-2.6559,0;7.6817,-1.328,0;6.9163,0,0;5.3763,0,0;4.6109,-1.328,0;3.0709,-1.328,0;2.3054,0,0;2.3054,-2.6559,0;3.0709,-3.993,0;2.3054,-5.321,0;.7654,-5.321,0;0,-3.993,0;.7654,-2.6559,0;9.2217,-1.328,0;7.6817,-3.993,0;
",ZLCUIOWQYBYEBG-UHFFFAOYSA-N,C15H11NO2,237.2533
DTXSID2020058,DTXCID1058,DSSTox_Low,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",3775-55-1,Single Compound,,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,"InChI=1S/C6H4N4O4/c7-6-9-8-5(14-6)3-1-2-4(13-3)10(11)12/h1-2H,(H2,7,9)
AuxInfo=1/1/N:10,9,6,8,5,2,14,4,3,11,12,13,7,1/E:(11,12)/CRV:10.5/rA:14OCNNCCOCCCN+OO-N/rB:s1;d2;s3;s1d4;s5;s6;s7;d8;d6s9;s8;d11;s11;s2;/rC:2.7392,-3.8119,0;1.3331,-3.187,0;1.4998,-1.656,0;2.9995,-1.3331,0;3.7703,-2.6662,0;5.3117,-2.8328,0;6.3427,-1.6873,0;7.7487,-2.3121,0;7.5821,-3.8431,0;6.0721,-4.166,0;9.0819,-1.5415,0;9.0819,0,0;10.415,-2.3121,0;0,-3.9578,0;
",VTWQUFUBSCXPOW-UHFFFAOYSA-N,C6H4N4O4,196.1204
DTXSID7020059,DTXCID3059,DSSTox_Low,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole",712-68-5,Single Compound,,NC1=NN=C(S1)C1=CC=C(O1)[N+]([O-])=O,"InChI=1S/C6H4N4O3S/c7-6-9-8-5(14-6)3-1-2-4(13-3)10(11)12/h1-2H,(H2,7,9)
AuxInfo=1/1/N:12,11,5,7,4,2,1,13,14,8,9,10,6,3/E:(11,12)/CRV:10.5/rA:14NCSCCOCN+O-OCCNN/rB:s1;s2;s3;s4;s5;s6;s7;s8;d8;d7;d5s11;d4;d2s13;/rC:9.8302,-4.1189,0;8.798,-2.9786,0;7.2644,-3.1358,0;6.6353,-1.7301,0;5.1313,-1.4056,0;4.0795,-2.5657,0;2.6542,-1.6711,0;1.2484,-2.2904,0;0,-1.386,0;1.0813,-3.824,0;2.9786,-.1573,0;4.5022,0,0;7.7855,-.698,0;9.1223,-1.4647,0;
",SXZZHGJWUBJKHH-UHFFFAOYSA-N,C6H4N4O3S,212.186
DTXSID1020061,DTXCID8061,DSSTox_Low,"trans-5-Amino-3[2-(5-nitro-2-furyl)vinyl]-1,2,4-oxadiazole",28754-68-9,Single Compound,,NC1=NC(\C=C\C2=CC=C(O2)[N+]([O-])=O)=NO1,"InChI=1S/C8H6N4O4/c9-8-10-6(11-16-8)3-1-5-2-4-7(15-5)12(13)14/h1-4H,(H2,9,10,11)/b3-1+
AuxInfo=1/1/N:8,13,7,12,9,3,11,5,6,4,2,14,15,16,10,1/E:(13,14)/CRV:12.5/rA:16ONCNCNCCCOCCCN+OO-/rB:s1;d2;s3;s1d4;s5;s3;d+7;s8;s9;s10;d11;d9s12;s11;d14;s14;/rC:0,-8.8664,0;.475,-7.4075,0;2.013,-7.4075,0;2.488,-8.8664,0;1.2441,-9.7711,0;1.2441,-11.3092,0;2.9178,-6.1636,0;4.4784,-6.1749,0;5.6771,-4.6593,0;5.598,-3.1213,0;7.0343,-2.5672,0;8.0068,-3.766,0;7.17,-5.0551,0;7.4301,-1.0857,0;8.9229,-.6898,0;6.3444,0,0;
",RMZNNIOKNRDECR-HNQUOIGGSA-N,C8H6N4O4,222.1576
DTXSID6020062,DTXCID0062,DSSTox_Low,2-Amino-4-nitrophenol,99-57-0,Single Compound,,NC1=C(O)C=CC(=C1)[N+]([O-])=O,"InChI=1S/C6H6N2O3/c7-5-3-4(8(10)11)1-2-6(5)9/h1-3,9H,7H2
AuxInfo=1/0/N:8,7,4,3,5,6,10,2,9,1,11/E:(10,11)/CRV:8.5/rA:11ON+CCCCCCONO-/rB:d1;s2;d3;s4;d5;s6;s3d7;s6;s5;s2;/rC:0,-3.9908,0;.7678,-2.6629,0;2.3032,-2.6629,0;3.0709,-1.3279,0;4.6133,-1.3279,0;5.381,-2.6629,0;4.6133,-3.9908,0;3.0709,-3.9908,0;6.9164,-2.6629,0;5.381,0,0;0,-1.3279,0;
",VLZVIIYRNMWPSN-UHFFFAOYSA-N,C6H6N2O3,154.1234
DTXSID1020063,DTXCID2063,DSSTox_Low,2-Amino-5-nitrophenol,121-88-0,Single Compound,,NC1=C(O)C=C(C=C1)[N+]([O-])=O,"InChI=1S/C6H6N2O3/c7-5-2-1-4(8(10)11)3-6(5)9/h1-3,9H,7H2
AuxInfo=1/0/N:8,7,4,3,6,5,9,2,10,1,11/E:(10,11)/CRV:8.5/rA:11ON+CCCCCCNOO-/rB:d1;s2;d3;s4;d5;s6;s3d7;s6;s5;s2;/rC:0,-3.9908,0;.7678,-2.6629,0;2.3032,-2.6629,0;3.0709,-1.3279,0;4.6133,-1.3279,0;5.381,-2.6629,0;4.6133,-3.9908,0;3.0709,-3.9908,0;6.9164,-2.6629,0;5.381,0,0;0,-1.3279,0;
",DOPJTDJKZNWLRB-UHFFFAOYSA-N,C6H6N2O3,154.1234
DTXSID6020064,DTXCID4064,DSSTox_Low,4-Amino-2-nitrophenol,119-34-6,Single Compound,,NC1=CC(=C(O)C=C1)[N+]([O-])=O,"InChI=1S/C6H6N2O3/c7-4-1-2-6(9)5(3-4)8(10)11/h1-3,9H,7H2
AuxInfo=1/0/N:6,7,4,5,3,2,8,9,1,10,11/E:(10,11)/CRV:8.5/rA:11OCCCCCCNN+OO-/rB:s1;d2;s3;d4;s5;s2d6;s5;s3;d9;s9;/rC:2.31,-5.3307,0;3.0746,-4.0007,0;2.31,-2.6653,0;3.0746,-1.3354,0;4.6146,-1.3354,0;5.3844,-2.6653,0;4.6146,-4.0007,0;5.3844,0,0;.77,-2.6653,0;0,-4.0007,0;0,-1.3354,0;
",WHODQVWERNSQEO-UHFFFAOYSA-N,C6H6N2O3,154.1234
DTXSID6020066,DTXCID8066,DSSTox_Low,2-Amino-5-nitrothiazole,121-66-4,Single Compound,,NC1=NC=C(S1)[N+]([O-])=O,"InChI=1S/C3H3N3O2S/c4-3-5-1-2(9-3)6(7)8/h1H,(H2,4,5)
AuxInfo=1/1/N:4,3,6,8,5,2,1,9,7/E:(7,8)/CRV:6.5/rA:9ON+CCNCSNO-/rB:d1;s2;d3;s4;d5;s3s6;s6;s2;/rC:5.9268,-.3438,0;5.1563,-1.6773,0;3.6154,-1.6773,0;2.7086,-2.922,0;1.2446,-2.4478,0;1.2446,-.9068,0;2.7086,-.4327,0;;5.9268,-3.0108,0;
",MIHADVKEHAFNPG-UHFFFAOYSA-N,C3H3N3O2S,145.1398
DTXSID1020067,DTXCID0067,DSSTox_Low,2-Amino-5-phenyl-2-oxazolin-4-one + Magnesium dihydroxide,18968-99-5,Single Compound,,O[Mg]O.NC1=NC(=O)C(O1)C1=CC=CC=C1,"InChI=1/C9H8N2O2.Mg.2H2O/c10-9-11-8(12)7(13-9)6-4-2-1-3-5-6;;;/h1-5,7H,(H2,10,11,12);;2*1H2/q;+2;;/p-2
AuxInfo=1/1/N:11,10,12,9,13,8,1,6,3,4,5,7,2;14;15;16/E:(2,3)(4,5);;;/rA:16COCNNCOCCCCCCMgOO/rB:s1;s2;s3;d3;s1s5;d6;s1;s8;d9;s10;d11;d8s12;;s14;s14;/rC:3.6153,-2.7094,0;2.7094,-3.9611,0;1.2435,-3.4835,0;0,-4.3894,0;1.2435,-1.9435,0;2.7094,-1.4659,0;3.187,0,0;5.1553,-2.7094,0;5.9294,-1.3752,0;7.4694,-1.3752,0;8.2353,-2.7094,0;7.4694,-4.0435,0;5.9294,-4.0435,0;4.1094,-6.0858,0;5.4352,-6.8517,0;2.7753,-6.8517,0;
",JOPOQPCBCUIPFX-UHFFFAOYNA-L,C9H10MgN2O4,234.4917
DTXSID6020068,DTXCID2068,DSSTox_Low,2-Aminoanthraquinone,117-79-3,Single Compound,,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2
AuxInfo=1/0/N:15,14,16,13,6,7,4,5,11,12,8,3,9,2,17,10,1/rA:17OCCCCCCCCOCCCCCCN/rB:d1;s2;d3;s4;d5;s6;s3d7;s8;d9;s9;s2d11;s12;d13;s14;s11d15;s5;/rC:3.8454,0,0;4.6108,-1.3279,0;3.8454,-2.6559,0;2.3054,-2.6559,0;1.54,-3.993,0;2.3054,-5.3209,0;3.8454,-5.3209,0;4.6108,-3.993,0;6.1508,-3.993,0;6.9162,-5.3209,0;6.9162,-2.6559,0;6.1508,-1.3279,0;6.9162,0,0;8.4562,0,0;9.2215,-1.3279,0;8.4562,-2.6559,0;0,-3.993,0;
",XOGPDSATLSAZEK-UHFFFAOYSA-N,C14H9NO2,223.2268
DTXSID1020069,DTXCID4069,DSSTox_Low,2-Amino-5-azotoluene,97-56-3,Single Compound,,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,"InChI=1S/C14H15N3/c1-10-5-3-4-6-14(10)17-16-12-7-8-13(15)11(2)9-12/h3-9H,15H2,1-2H3
AuxInfo=1/0/N:1,17,6,5,7,4,15,14,11,2,12,10,13,3,16,9,8/rA:17CCCCCCCNNCCCCCCNC/rB:s1;d2;s3;d4;s5;s2d6;s3;d?8;s9;d10;s11;d12;s13;s10d14;s13;s12;/rC:3.0971,0,0;2.286,-1.3028,0;3.0234,-2.6548,0;2.2123,-3.9943,0;.7251,-3.9943,0;0,-2.6179,0;.7989,-1.3028,0;4.5719,-2.7162,0;6.1083,-2.7162,0;7.6445,-2.7285,0;8.4311,-1.3765,0;9.9675,-1.3888,0;10.7541,-2.7285,0;9.9675,-4.068,0;8.4311,-4.068,0;12.2902,-2.7285,0;10.7541,-.0615,0;
",PFRYFZZSECNQOL-UHFFFAOYSA-N,C14H15N3,225.289
DTXSID0020070,DTXCID7070,DSSTox_Low,6-Aminocaproic acid,60-32-2,Single Compound,,NCCCCCC(O)=O,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)
AuxInfo=1/1/N:6,5,7,4,8,2,9,1,3/E:(8,9)/rA:9OCOCCCCCN/rB:s1;d2;s2;s4;s5;s6;s7;s8;/rC:;1.3359,-.7661,0;1.3359,-2.3074,0;2.6718,0,0;4.0079,-.7661,0;5.3344,0,0;6.6704,-.7661,0;8.0063,0,0;9.3422,-.7661,0;
",SLXKOJJOQWFEFD-UHFFFAOYSA-N,C6H13NO2,131.1729
DTXSID5020071,DTXCID9071,DSSTox_Low,4-Biphenylamine,92-67-1,Single Compound,,NC1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C12H11N/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,13H2
AuxInfo=1/0/N:11,10,12,9,13,4,6,3,7,8,5,2,1/E:(2,3)(4,5)(6,7)(8,9)/rA:13NCCCCCCCCCCCC/rB:s1;d2;s3;d4;s5;s2d6;s5;d8;s9;d10;s11;s8d12;/rC:0,-1.3371,0;1.54,-1.3371,0;2.3055,0,0;3.8455,0,0;4.6109,-1.3371,0;3.8455,-2.665,0;2.3055,-2.665,0;6.151,-1.3371,0;6.9164,0,0;8.4564,0,0;9.2218,-1.3371,0;8.4564,-2.665,0;6.9164,-2.665,0;
",DMVOXQPQNTYEKQ-UHFFFAOYSA-N,C12H11N,169.2224
DTXSID0020072,DTXCID1072,DSSTox_Low,4-Biphenylamine hydrochloride,2113-61-3,Single Compound,,Cl.NC1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C12H11N.ClH/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10;/h1-9H,13H2;1H
AuxInfo=1/0/N:11,10,12,9,13,4,6,3,7,8,5,2,1;14/E:(2,3)(4,5)(6,7)(8,9);/rA:14NCCCCCCCCCCCCCl/rB:s1;d2;s3;d4;s5;s2d6;s5;d8;s9;d10;s11;s8d12;;/rC:0,-1.3341,0;1.5473,-1.3341,0;2.3162,0,0;3.8634,0,0;4.6326,-1.3341,0;3.8634,-2.6683,0;2.3162,-2.6683,0;6.1797,-1.3341,0;6.9487,0,0;8.496,0,0;9.265,-1.3341,0;8.496,-2.6683,0;6.9487,-2.6683,0;5.5868,-4.0117,0;
",GUHXYHYUBFCYGJ-UHFFFAOYSA-N,C12H12ClN,205.6834
DTXSID0020074,DTXCID5074,DSSTox_Low,Gabapentin,60142-96-3,Single Compound,,NCC1(CC(O)=O)CCCCC1,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)
AuxInfo=1/1/N:10,9,11,8,12,4,2,5,3,1,6,7/E:(2,3)(4,5)(11,12)/rA:12NCCCCOOCCCCC/rB:s1;s2;s3;s4;d5;s5;s3;s8;s9;s10;s3s11;/rC:4.7088,-4.8797,0;4.1843,-3.4317,0;2.6679,-3.1639,0;3.1924,-1.7159,0;4.7088,-1.448,0;5.7006,-2.628,0;5.2389,0,0;2.6679,-4.703,0;1.3339,-5.4726,0;0,-4.703,0;0,-3.1639,0;1.3339,-2.3943,0;
",UGJMXCAKCUNAIE-UHFFFAOYSA-N,C9H17NO2,171.2368
DTXSID5020075,DTXCID7075,DSSTox_Low,"2,2'-[(4-Aminophenyl)imino]bisethanol sulfate",54381-16-7,Single Compound,,OS(O)(=O)=O.NC1=CC=C(C=C1)N(CCO)CCO,"InChI=1S/C10H16N2O2.H2O4S/c11-9-1-3-10(4-2-9)12(5-7-13)6-8-14;1-5(2,3)4/h1-4,13-14H,5-8,11H2;(H2,1,2,3,4)
AuxInfo=1/1/N:3,7,4,8,11,12,10,1,5,6,9,2,13,14;15,16,18,19,17/E:(1,2)(3,4)(5,6)(7,8)(13,14);(1,2,3,4)/CRV:;5.6/rA:19CNCCCCCCNCCCOOOOSOO/rB:;;s3;d3;s2d4;s5;s6d7;s5;;s2s10;s1s2;s10;s1;;;s15s16;d17;d17;/rC:1.5442,-6.6607,0;3.8606,-5.3223,0;6.9387,-2.6664,0;6.1563,-4.0047,0;6.1563,-1.328,0;4.6223,-4.0047,0;4.6223,-1.328,0;3.8606,-2.6664,0;6.9387,0,0;3.8606,-7.9888,0;4.6223,-6.6607,0;2.3163,-5.3223,0;4.6223,-9.3271,0;0,-6.6607,0;8.7198,-7.8035,0;7.124,-6.2284,0;8.7198,-6.2284,0;10.2948,-6.2284,0;8.7198,-4.6326,0;
",KMCFMEHSEWDYKG-UHFFFAOYSA-N,C10H18N2O6S,294.3247
DTXSID0020076,DTXCID9076,DSSTox_Low,Amitrole,61-82-5,Single Compound,,NC1=NNC=N1,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)
AuxInfo=1/1/N:3,1,6,2,4,5/rA:6CNCNNN/rB:s1;d2;s3;d1s4;s1;/rC:1.54,-1.243,0;2.4429,0,0;3.9087,-.473,0;3.9087,-2.013,0;2.4429,-2.4898,0;0,-1.243,0;
",KLSJWNVTNUYHDU-UHFFFAOYSA-N,C2H4N4,84.08
DTXSID5020077,DTXCID1077,DSSTox_Low,11-Aminoundecanoic acid,2432-99-7,Single Compound,,NCCCCCCCCCCC(O)=O,"InChI=1S/C11H23NO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10,12H2,(H,13,14)
AuxInfo=1/1/N:6,7,5,8,4,9,3,10,2,11,1,14,12,13/E:(13,14)/rA:14CCCCCCCCCCCOON/rB:s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;d1;s1;s11;/rC:1.3193,-1.5576,0;2.6383,-2.3522,0;3.9576,-1.5576,0;5.3085,-2.3522,0;6.6277,-1.5576,0;7.9468,-2.3522,0;9.266,-1.5576,0;10.5851,-2.3522,0;11.9362,-1.5576,0;13.2552,-2.3522,0;14.5745,-1.5576,0;1.3193,0,0;0,-2.3522,0;15.8935,-2.3522,0;
",GUOSQNAUYHMCRU-UHFFFAOYSA-N,C11H23NO2,201.3058
DTXSID0020078,DTXCID3078,DSSTox_High,Ammonium chloride,12125-02-9,Single Compound,,[NH4+].[Cl-],"InChI=1S/ClH.H3N/h1H;1H3
AuxInfo=1/1/N:2;1/rA:2N+Cl-/rB:;/rC:5.7493,-2.879,0;0,-2.879,0;
",NLXLAEXVIDQMFP-UHFFFAOYSA-N,ClH4N,53.4915
