aid,acid,aeid,asid,assay_source_name,assay_source_long_name,assay_source_desc,assay_name,assay_desc,timepoint_hr,organism_id,organism,tissue,cell_format,cell_free_component_source,cell_short_name,cell_growth_mode,assay_footprint,assay_format_type,assay_format_type_sub,content_readout_type,dilution_solvent,dilution_solvent_percent_max,assay_component_name,assay_component_desc,assay_component_target_desc,parameter_readout_type,assay_design_type,assay_design_type_sub,biological_process_target,detection_technology_type,detection_technology_type_sub,detection_technology,signal_direction_type,key_assay_reagent_type,key_assay_reagent,technological_target_type,technological_target_type_sub,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,analysis_direction,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,reagent_arid,reagent_reagent_name_value,reagent_reagent_name_value_type,reagent_culture_or_assay
6,85,116,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_CAR_TRANS,"ATG_CAR_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-CAR, also known as human nuclear receptor subfamily 1, group I, member 3 [GeneSymbol:NR1I3 | GeneID:9970 | Uniprot_SwissProt_Accession:Q14994].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-CAR RTU,rna,mRNA,ATG_CAR_TRANS_up,1,1,"Data from the assay component ATG_CAR_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_CAR_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1I3.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'non-steroidal'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,nuclear receptor,non-steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,85,1405,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_CAR_TRANS,"ATG_CAR_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-CAR, also known as human nuclear receptor subfamily 1, group I, member 3 [GeneSymbol:NR1I3 | GeneID:9970 | Uniprot_SwissProt_Accession:Q14994].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-CAR RTU,rna,mRNA,ATG_CAR_TRANS_dn,1,1,ATG_CAR_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,nuclear receptor,non-steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,86,117,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERa_TRANS,"ATG_ERa_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERa, also known as human estrogen receptor 1 [GeneSymbol:ESR1 | GeneID:2099 | Uniprot_SwissProt_Accession:P03372].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERa RTU,rna,mRNA,ATG_ERa_TRANS_up,1,1,"Data from the assay component ATG_ERa_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_ERa_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ESR1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'steroidal'.",reporter gene,log2_fold_induction,positive,0,17b-estradiol,gain,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,86,1417,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERa_TRANS,"ATG_ERa_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERa, also known as human estrogen receptor 1 [GeneSymbol:ESR1 | GeneID:2099 | Uniprot_SwissProt_Accession:P03372].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERa RTU,rna,mRNA,ATG_ERa_TRANS_dn,1,1,ATG_ERa_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,17b-estradiol,loss,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,87,118,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERRa_TRANS,"ATG_ERRa_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERRa, also known as human estrogen-related receptor alpha [GeneSymbol:ESRRA | GeneID:2101 | Uniprot_SwissProt_Accession:P11474].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERRa RTU,rna,mRNA,ATG_ERRa_TRANS_up,1,1,"Data from the assay component ATG_ERRa_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_ERRa_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ESRRA.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'steroidal'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,87,1420,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERRa_TRANS,"ATG_ERRa_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERRa, also known as human estrogen-related receptor alpha [GeneSymbol:ESRRA | GeneID:2101 | Uniprot_SwissProt_Accession:P11474].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERRa RTU,rna,mRNA,ATG_ERRa_TRANS_dn,1,1,ATG_ERRa_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,88,119,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERRg_TRANS,"ATG_ERRg_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERRg, also known as human estrogen-related receptor gamma [GeneSymbol:ESRRG | GeneID:2104 | Uniprot_SwissProt_Accession:P62508].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERRg RTU,rna,mRNA,ATG_ERRg_TRANS_up,1,1,"Data from the assay component ATG_ERRg_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_ERRg_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ESRRG.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'steroidal'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,88,1422,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ERRg_TRANS,"ATG_ERRg_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-ERRg, also known as human estrogen-related receptor gamma [GeneSymbol:ESRRG | GeneID:2104 | Uniprot_SwissProt_Accession:P62508].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-ERRg RTU,rna,mRNA,ATG_ERRg_TRANS_dn,1,1,ATG_ERRg_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,nuclear receptor,steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,89,120,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_FXR_TRANS,"ATG_FXR_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-FXR, also known as human nuclear receptor subfamily 1, group H, member 4 [GeneSymbol:NR1H4 | GeneID:9971 | Uniprot_SwissProt_Accession:Q96RI1].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-FXR RTU,rna,mRNA,ATG_FXR_TRANS_up,1,1,"Data from the assay component ATG_FXR_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_FXR_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1H4.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'non-steroidal'.",reporter gene,log2_fold_induction,positive,0,CDCA,gain,protein,transcription factor,nuclear receptor,non-steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,89,1427,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_FXR_TRANS,"ATG_FXR_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-FXR, also known as human nuclear receptor subfamily 1, group H, member 4 [GeneSymbol:NR1H4 | GeneID:9971 | Uniprot_SwissProt_Accession:Q96RI1].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-FXR RTU,rna,mRNA,ATG_FXR_TRANS_dn,1,1,ATG_FXR_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,CDCA,loss,protein,transcription factor,nuclear receptor,non-steroidal,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,90,121,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_GAL4_TRANS,"ATG_GAL4_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-gal4, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-gal4 RTU,rna,mRNA,ATG_GAL4_TRANS_up,1,1,"Data from the assay component ATG_GAL4_TRANS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_GAL4_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the background control at the transcription factor-level as they relate to the gene .  Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a background control function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'background measurement' intended target family, where the subfamily is 'baseline control'.",background control,log2_fold_induction,positive,0,4-Hydroxynonenal,gain,protein,transcription factor,background measurement,baseline control,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
6,90,1428,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_TRANS,"ATG_TRANS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_GAL4_TRANS,"ATG_GAL4_TRANS, is one of 30 assay component(s) measured or calculated from the ATG_TRANS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the transfected trans-acting reporter gene and exogenous transcription factor GAL4-gal4, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,GAL4-gal4 RTU,rna,mRNA,ATG_GAL4_TRANS_dn,1,1,ATG_GAL4_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,background control,log2_fold_induction,negative,0,4-Hydroxynonenal,loss,protein,transcription factor,background measurement,baseline control,0,100|101|102|103|104|105|106|107|108|109|110|111,Trans MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
